"unique_id";"nom_unique";"camp_latitude";"camp_longitude";"type_camp";"iso3";"prison";"degurba";"clc_majoritaire_13_mixte";"eloignementschengen";"clc_majoritaire_2";"clc_majoritaire_3";"clc_majoritaire_23_mixte";"infrastructure_norm";"infrastructure_avant_conversion";"infrastructure_solidite";"infrastructure_confort";"pays_population";"pays_surfacekm2";"ville_proche_population";"distance_ville_proche";"mairie_distance";"atm_distance";"hopital_distance";"pharmacie_distance";"arret_bus_distance_km";"gare_distance_km";"medecin_clinique_hors_camp_distance_km";"dentiste_hors_camp_distance_km";"ecole_hors_camp_distance_km";"poste_hors_camp_distance_km";"distance_13_mines_decharges_chantiers";"distance_124_aeroport";"distance_123_zones_portuaires";"distance_122_reseaux_routiers";"distance_24_zones_agricoles_heterogenes";"distance_41_zones_humides_interieures";"distance_121_zi_zac";"distanceschengenkm";"eurostat_pop_2019";"camps_commune_surfacekm2";"capacite";"ecart_densites"
"1159";"MONTMARAULT - CADA";46.315965;2.951795;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;87.078;0.379;0.373;14.346;0.287;5.1393;14.2528;14.346;35.835;0.153;0.155;14.589;29.048;157.889;10.547;2.218;25.839;0.828;334.816;1521;9.10584876;100;0.19909852047067
"1161";"Montluçon - CADA";46.3462303116586;2.58034183860187;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;107.501;2.785;2.887;0.898;1.715;0.13;1.398;0.898;38.5085;0.97;0.156;7.239;0.462;160.9807;1.366;1.064;27.536;0;376.382;35653;20.71768219;90;1.21204465168646
"1207";"SAINT-FLOUR - CADA";45.039234;3.101559;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;111.8333;1.228;20.8428;1.749;0.829;0.699;0.817;14.681;38.5085;0.671;0.815;1.124;9.25;153.721;3.221;0.394;12.91;1.985;251.705;6435;27.13663816;60;0.351282246644534
"1208";"CHAMPAGNAC - CADA";45.387302324656;2.38957667030552;"ouvert";"FRA";"non";"rural";"Territoires agricoles";"loin_interne";"23";"231";"23";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;101.531;0.11;20.8428;11.941;5.521;5.1393;14.2528;8.415;38.5085;4.876;3.938;6.903;16.594;160.9807;16.401;0.415;22.204;2.284;326.81;134;14.26030869;60;-1.05073438913005
"1209";"AURILLAC - CADA";44.9202587160249;2.4273885207679;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;111.8333;2.501;1.94;0.968;0.514;0.279;0.637;0.497;1.079;0.851;1.178;14.207;2.204;160.9807;38.812;1.057;9.4;0;273.508;25499;29.29845973;159;0.915968098798273
"1319";"ST-BEAUZIRE - CADA";45.2771683683949;3.30359113987974;"ouvert";"FRA";"non";"rural";"Territoires agricoles";"loin_interne";"23";"231";"23";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;83.459;4.161;20.8428;9.211;8.86589999999999;5.1393;9.119;9.536;34.94;4.15;4.161;7.717;32.525;128.206;6.938;2.199;7.655;6.148;279.733;415;23.78022825;110;-0.7818781828766
"1394";"Cunlhat - CADA";45.632298;3.561914;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;56.325;0.249;20.8428;19.7107;0.15;5.1393;14.2528;0.177;24.17;0.363;0.301;20.725;18.944;98.318;27.779;0.787;46.087;9.5254;278.463;1248;29.89254064;65;-0.403058503802746
"1396";"SAINT-ELOY-LES-MINES - CADA";46.161255470884;2.83521706601172;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;502120;67.525;0.013;20.8428;19;0.759;0.112;12.341;17.3008;28.666;0.056;0.571;8.804;28.927;160.568;20.753;1.089;39.929;0.01;347.327;3709;21.98485637;148;0.203422939874419
"1344";"Saint-Lô - CADA";49.113577;-1.098745;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;440960;83.742;0.913;2.679;0.526;0.148;0.12;0.519;1.6;13.486;0.058;1.123;10.213;42.018;35.859;20.008;3.003;19.269;0.257;39.617;19116;23.22816841;184;0.891671794940018
"1210";"SOYAUX - CADA";45.638259;0.17531;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;111.8333;1.989;2.288;2.907;1.302;0.356;2.648;1.906;2.331;1.284;1.17;4.763;36.637;93.573;1.828;0.143;25.409;0.467;108.728;41740;21.75111712;140;1.25936061705532
"1211";"ANGOULEME - CADA";45.659446;0.142297;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;111.8333;2.28;0.219;1.589;0.514;0.173;2.612;1.81;2.701;0.536;0.307;5.093;34.045;90.94;1.617;1.475;28.507;0.71;106.459;41740;21.75111712;140;1.25936061705532
"1220";"PEYRELEVADE - CADA";45.7022170198436;2.05572870959062;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;91.18;0.85;0.658;19.7107;0.993;0.407;14.2528;15.293;22.452;0.817;0.28;11.137;31.012;160.9807;25.662;0.176;3.312;9.5254;304.944;850;66.76045283;80;-0.918810608875354
"1221";"TULLE - CADA";45.263408244421;1.76885137233369;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;106.484;0.463;0.246;0.986;0.307;0.203;1.545;0.356;7.849;0.396;0.523;21.264;26.036;160.9807;5.912;0.649;24.65;0.976;255.331;14836;24.76438845;100;0.753778956199647
"1222";"BRIVE-LA-GAILLARDE - CADA";45.166051;1.516107;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;109.227;2.216;1.86;1.742;0.821;0.069;2.09;1.708;4.624;0.121;0.263;7.762;3.512;160.9807;1.404;0.39;41.745;1.051;225.301;46916;48.56948457;17;0.961247222150314
"1233";"Guéret - CADA";46.173394;1.864434;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;87.223;0.999;0.968;1.41;0.599;0.017;1.613;5.781;0.724;0.229;0.359;7.931;38.346;160.9807;15.895;0.653;33.838;0.496;314.986;13161;26.07643842;50;0.679330354161573
"1234";"GUERET - CADA";46.188373;1.879267;"ouvert";"FRA";"non";"banlieue";"Equipements sportifs et de loisirs";"loin_interne";"14";"142";"142";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;90.029;3.137;3.273;1.497;1.632;0.331;2.27;5.839;2.379;1.419;1.576;6.8;36.971;160.9807;14.495;0.632;32.827;0.434;317.432;13161;26.07643842;50;0.679330354161573
"1235";"PERIGUEUX - CADA - 5";45.195774;0.723484;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;111.8333;2.029;1.804;0.268;1.136;0.114;2.178;0.584;6.034;0.339;0.357;15.188;6.342;143.492;1.313;0.106;42.402;2.939;139.047;29966;10.14614192;99;1.44661758163548
"1236";"PERIGUEUX - CADA - 6";45.19336;0.707111;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;111.8333;1.754;0.103;2.002;0.922;0.008;0.866;0.274;4.324;0.436;0.103;16.498;7.645;142.331;0.11;0.742;41.497;2.841;137.185;29966;10.14614192;82;1.44661758163548
"1335";"GOURDON - CADA";44.740425;1.393152;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;111.8333;1.346;1.042;2.036;1.463;0.4;0.483;1.791;20.436;1.586;1.036;14.437;33.454;160.9807;11.224;0.456;60.196;0.232;213.911;4094;45.72830202;99;-0.0717474979553193
"1500";"EYMOUTIERS - CADA";45.742218;1.73675;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;55.169;1.046;0.753;19.7107;0.772;5.1393;0.617;1.601;38.5085;1.189;0.648;21.264;42.4895;160.9807;32.88;1.108;18.327;9.5254;274.882;2062;70.63557668;103;-0.55844509500709
"1538";"Argenton-sur-Creuse - CADA";46.5920299;1.5173634;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;111.8333;0.578;12.604;19.7107;0.517;0.12;0.138;17.3008;38.5085;0.805;0.106;8.437;31.658;160.9807;38.812;0.279;16.389;0.952;296.075;4927;29.30775224;60;0.201889790010323
"1541";"BEYSSENAC - CADA";45.4041773995827;1.32518735624982;"ouvert";"FRA";"non";"rural";"Territoires agricoles";"loin_interne";"24";"242";"24";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;326141;68.101;4.293;6.389;16.981;8.86589999999999;5.1393;14.2528;16.981;26.807;5.3627;4.415;16.273;29.763;160.9807;17.597;0;38.283;5.544;212.41;368;18.16897406;40;-0.717192846991618
"1238";"PONTARLIER - CADA";46.916247;6.34698;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;278168;66.34;1.842;1.09;1.741;0.882;0.29;2.551;0.704;1.275;0.32;0.479;2.51;1.286;58.232;30.485;0.667;2.466;0.199;9.067;17197;41.36949011;80;0.595062262337054
"1304";"SALINS-LES-BAINS - CADA";46.9441121911635;5.88029338231699;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;278168;53.176;0.778;18.121;0.628;0.553;0.55;9.921;10.48;10.481;0.595;0.165;14.45;34.056;50.243;19.183;0.909;10.348;8.924;60.664;2586;24.78627404;203;-0.00529298724694632
"1430";"Frotey-lès-Vesoul - CADA";47.620447;6.180534;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;278168;62.732;0.15;5.922;2.112;1.287;0.077;3.057;1.956;2.935;0.215;0.479;3.203;2.008;89.767;15.857;0.349;13.733;0.511;87.534;1411;7.77217366;39;0.23527425713022
"1309";"BLOIS - CADA";47.591578;1.336359;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;512894;80.926;0.466;0.024;1.526;0.176;0.117;1.242;0.672;0.148;0.211;0.288;17.217;12.751;142.071;3.239;1.249;10.13;1.08;327.649;46086;37.58152711;123;1.06488433119968
"1311";"VENDOME - CADA";47.798464;1.062708;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;512894;82.303;0.95;0.772;0.263;0.332;0.065;0.795;0.688;20.163;0.348;0.239;4.919;16.525;138.679;3.817;0.801;19.11;0.541;283.57;16569;23.93751598;112;0.816506955914995
"1312";"SAINT-AIGNAN - CADA";47.2681906410137;1.37702168763599;"ouvert";"FRA";"non";"rural";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;512894;78.348;0.496;0.18;0.233;0.026;0.293;3.144;0.554;26.739;0.573;0.202;21.264;42.4895;160.9807;4.273;0.835;12.054;1.44;318.331;2849;18.41250498;60;0.165869311132864
"1339";"CHOLET - CADA";47.043393;-0.880544;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;428614;78.577;2.508;3.037;1.458;0.857;0.066;3.822;1.682;4.004;0.197;0.057;6.523;3.55;91.384;5.429;1.712;41.283;1.009;98.13;53917;87.62132651;150;0.765405635064085
"1340";"SAUMUR - CADA";47.252721;-0.080425;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;428614;60.695;1.29;1.203;2.112;0.364;0.17;0.129;1.858;21.514;0.525;0.378;6.607;1.772;147.239;1.752;1.247;36.328;0.608;183.429;26734;66.59224277;90;0.579930041115811
"1253";"QUIMPER - CADA - 3";48.012387;-4.074478;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;367320;79.924;2.606;0.823;0.539;0.85;0.166;3.524;2.388;2.618;1.051;0.849;0.707;7.26;14.313;2.109;0.068;13.327;0;16.054;62985;84.40102632;122;0.849179145203851
"1254";"MORLAIX - CADA";48.5757208135576;-3.82978009669018;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;367320;85.073;0.319;0.292;0.182;0.341;0.067;0.466;0.713;0.462;0.322;0.142;6.812;2.346;18.825;38.812;1.206;23.243;0.658;9.397;14559;25.04165044;85;0.740758336367955
"1257";"QUIMPER - CADA - 7";47.987808;-4.081771;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;367320;82.607;0.215;0.288;1.222;0.349;0.196;1.52;1.286;2.765;0.523;0.209;2.812;5.564;12.361;0.481;1.177;16.091;0.325;12.015;62985;84.40102632;149;0.849179145203851
"1351";"MAYENNE - CADA";48.3058379161644;-0.621338211661536;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;368805;105.464;0.072;2.974;0.839;0.404;0.029;1.565;0.839;1.214;0.174;0.767;5.158;31.089;92.599;2.479;1.265;46.438;0.795;99.542;12841;20.25737545;230;0.778305407799818
"1442";"Albertville - CADA";45.659499;6.377927;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;290825;48.269;1.93;3.019;1.467;0.567;0.266;2.165;1.142;2.187;1.048;0.579;1.302;4.882;82.777;4.019;0.839;14.554;0.053;47.463;18899;17.29418191;90;1.01482854140936
"1185";"NARBONNE - CADA";43.183544;2.999629;"ouvert";"FRA";"non";"banlieue";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;188828;35.921;0.485;1.211;0.292;0.125;0.137;0.766;0.389;3.692;0.262;0.129;2.624;20.689;11.099;0.157;0.762;10.991;0.579;17.35;54700;174.78790771;70;0.471765681844322
"1186";"ONET-LE-CHATEAU - CADA";44.36717;2.593628;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;188828;111.8333;0.265;0.506;3.652;0.151;0.225;1.408;0.691;3.09;0.108;0.182;1.807;8.873;132.874;25.257;2.038;43.5;0.373;188.446;11881;40.13889914;114;0.447577277848085
"1187";"STE-AFFRIQUE - CADA";43.957845;2.886297;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;188828;101.432;0.065;0.131;1.034;0.097;0.39;12.526;0.827;0.728;0.269;0.121;8.784;23.449;82.788;16.113;0.29;60.196;0.543;117.118;8089;110.8310676;90;-0.16047694205068
"1483";"MAZAMET - CADA";43.498319;2.376072;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;188828;97.912;1.269;20.8428;0.627;0.024;0.01;0.145;2.965;2.946;0.653;0.591;11.782;8.239;72.581;37.719;2.422;57.808;0;101.706;10013;72.81450845;80;0.114636033312143
"1218";"VIERZON - CADA";47.222783;2.063656;"ouvert";"FRA";"non";"banlieue";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;45.02;0.403;0.167;1.401;0.397;0.166;0.693;1.435;0.291;0.442;0.166;13.392;28.994;158.533;0.397;0.427;19.359;0.124;383.707;25903;74.88037383;187;0.515271800864127
"1293";"Buzançais - CADA";46.89084;1.426466;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;111.8333;0.619;14.29;0.562;0.545;0.873;7.68;14.157;32.608;0.179;0.249;10.586;22.143;160.9807;38.812;0.27;9.557;1.022;298.082;4505;58.63396226;110;-0.138164708622464
"1294";"CHATEAUROUX - CADA";46.813755;1.712309;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;88.057;2.318;2.135;1.601;1.049;0.302;1.417;2.257;1.488;0.406;0.969;13.939;3.418;160.9807;38.812;1.489;11.202;0.027;324.971;43741;25.50483443;138;1.21055593823329
"1308";"SALBRIS - CADA";47.424923;2.045746;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;69.935;0.855;0.498;19.7107;0.758;0.23;0.208;11.987;28.974;0.022;0.51;16.521;42.4895;136.82;1.35;0.141;16.634;0.428;385.755;5166;106.75174344;60;-0.338930835488247
"1310";"ROMORANTIN-LANTHENAY - CADA";47.351268;1.745613;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;86.218;0.664;0.672;1.383;0.557;0.66;0.983;1.684;38.5085;0.106;0.662;4.245;42.4895;151.189;3.246;0.343;17.46;0.495;360.85;17754;45.05301703;95;0.571862075404957
"1368";"DECIZE - CADA";46.8304543641015;3.46031302254882;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;111.8333;0.336;20.8428;1.359;0.336;0.181;1.282;1.283;38.5085;0.472;0.319;1.031;31.831;132.393;24.32;0.328;43.971;0.582;295.426;5393;48.21301797;85;0.0249558418123192
"1370";"CLAMECY-CEDEX - CADA";47.460503;3.519224;"ouvert";"FRA";"non";"rural";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;173881;111.8333;0.141;0.177;1.403;0.268;0.236;0.99;0.346;38.077;0.209;0.143;21.264;42.006;133.589;37.956;0.186;54.709;0.216;322.846;3759;30.9445966;140;0.0607772394055077
"1230";"LANNION - CADA";48.743747;-3.472389;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;181265;87.887;1.829;1.693;3.557;0.155;0.134;2.157;1.187;2.071;0.035;0.15;7.123;0.879;36.001;38.812;0.461;25.879;0.711;6.266;19880;47.40696908;176;0.598863929271191
"1239";"MONTBELIARD - CADA";47.492867;6.813397;"ouvert";"FRA";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;140165;25.156;0.967;1.917;0.877;1.292;0.269;2.986;0.825;8.806;0.402;0.538;4.697;21.813;58.921;4.984;0.112;6.471;0;16.813;25395;15.02443227;80;1.20423988612377
"1432";"LURE - CADA";47.686475;6.484106;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;140165;39.813;1.132;1.188;0.537;1.314;0.613;0.606;0.783;1.57;0.938;0.937;2.314;3.703;83.698;1.195;0.858;5.105;0.482;63.458;8207;24.68390247;182;0.498060350850653
"1162";"DIGNE-LES-BAINS - CADA";44.093295582877;6.23837960836216;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;121984;111.8333;0.28;0.476;0.485;0.463;0.103;1.819;0.228;0.099;0.149;0.35;21.264;42.4895;83.644;19.725;0.642;17.371;3.745;81.828;16460;109.64782156;224;0.152719562376777
"1489";"LORGUES - CADA";43.497077;6.360934;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;121984;49.423;0.585;0.597;11.539;0.631;0.362;12.79;0.868;12.843;0.514;0.384;8.254;11.957;29.927;10.53;0.743;34.976;7.103;41.862;8990;64.56480035;109;0.120053618519687
"1192";"SALON DE PROVENCE  - CADA";43.6479130549093;5.09163892618899;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;345899;38.248;1.364;1.153;1.426;0.54;0.095;1.22;0.779;7.47;0.33;0.385;3.997;3.324;20.901;2.869;0.579;11.34;1.441;15.395;45528;70.52833907;85;0.786204655401031
"1246";"GAILLON - CADA";49.160963;1.33696;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;695773;54.114;0.382;0.354;0.783;0.392;0.147;2.897;0.239;17.181;0.224;0.196;2.226;14.905;33.435;13.862;0.5;42.616;1.305;109.776;6924;10.40950594;110;0.799216681063476
"1247";"EVREUX - CADA";49.0226561737957;1.12106035464641;"ouvert";"FRA";"non";"ville";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;695773;70.139;3.226;1.465;0.536;1.225;0.329;3.174;2.734;10.544;0.658;1.045;21.264;5.297;38.267;4.96;0.784;54.668;2.319;105.807;47733;26.33101158;129;1.23464092559314
"1248";"BERNAY - CADA";49.092225;0.606921;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;695773;79.177;1.113;0.978;1.671;0.94;0.421;1.495;0.58;19.448;0.431;0.953;19.271;42.4895;40.112;20.352;4.003;36.234;0.015;65.139;10085;24.18192283;27;0.596474810853155
"1462";"DIEPPE - CADA";49.91893;1.077005;"ouvert";"FRA";"non";"banlieue";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;695773;83.504;0.612;0.689;0.018;0.817;0.122;0.519;1.093;0.36;0.527;0.184;21.264;3.381;0.519;2.938;2.306;10.131;0.246;3.641;29080;11.93035092;80;1.36323092317394
"1405";"SELESTAT - CADA";48.260824;7.447305;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;199187;26.147;0.732;0.427;1.152;0.879;0.322;0.413;0.603;5.34;0.233;0.284;16.386;16.949;41.586;4.093;1.024;18.209;0.19;22.968;19252;47.47750766;110;0.584277679695552
"1505";"ST-DIE-DES-VOSGES - CADA";48.287065;6.950114;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;199187;56.716;0.227;0.016;1.299;0.065;0.127;0.626;0.071;0.266;0.434;0.05;2.488;33.318;67.562;0.453;0.733;20.792;0.571;75.473;19607;46.24131217;81;0.603670738668155
"1506";"Gérardmer - CADA";48.076129;6.79079;"ouvert";"FRA";"non";"banlieue";"Territoires agricoles";"loin_interne";"23";"231";"23";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;199187;66.359;3.427;8.612;9.619;5.132;0.402;9.222;4.845;9.146;0.401;0.373;0.624;42.095;80.76;13.993;0.484;20.954;1.136;87.092;7967;55.69121643;195;0.131797852344064
"1301";"Grenoble - CADA";45.188722;5.709605;"ouvert";"FRA";"non";"ville";"Tissu urbain continu";"loin_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;669334;3.327;1.933;0.367;0.777;0.208;0.279;0.555;0.164;1.125;0.327;0.329;5.704;10.691;87.995;1.893;1.995;22.544;0.278;100.329;158454;18.57528527;177;1.69240023671291
"1353";"HERSERANGE - CADA";49.519081;5.798626;"ouvert";"FRA";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;628211;39.934;1.529;4.155;3.588;1.346;0.2;3.353;1.663;4.133;0.834;1.542;0.871;27.501;33.383;2.196;3.839;9.285;0;1.212;4390;3.57972863;110;1.06490415430262
"1258";"Bagnols-sur-Cèze - CADA";44.15879;4.628221;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;329739;41.542;1.006;12.78;1.167;0.908;0.347;0.439;2.742;1.632;0.256;0.474;7.628;17.953;79.454;12.867;0.248;13.94;0.256;89.818;18258;31.26668072;90;0.742661163088442
"1492";"CAVAILLON - CADA";43.830553;5.047361;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;329739;28.234;1.302;0.919;0.924;0.864;0.367;0.711;0.849;6.347;0.433;1.407;4.937;13.657;41.467;1.499;1.178;24.054;0.051;41.923;26641;45.84862806;71;0.740513917046988
"1447";"Marnaz - CADA";46.069753;6.527488;"ouvert";"FRA";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;86283;37.902;1.464;3.864;3.134;1.45;0.084;3.744;3.134;5.936;1.102;1.47;6.545;28.061;36.678;4.302;0.392;10.158;0.125;29.398;5521;9.01952775;31;0.763123687268423
"1448";"La Roche-sur-Foron - CADA";46.0319754656219;6.32497597635375;"ouvert";"FRA";"non";"rural";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";67248926;636759;86283;27.674;3.355;6.853;4.467;5.58;2.116;0.777;0.705;5.661;3.257;4.572;16.514;19.986;43.168;4.709;2.939;7.053;4.615;27.976;1021;5.18116416;125;0.270888128602877
